"Identifier","Identifier ARK","Title#1","Description#1","Description Type#1","Description#2","Description Type#2","Description#3","Description Type#3","Subject#1","Subject Type#1","Subject#10","Subject Type#10","Subject#11","Subject Type#11","Subject#12","Subject Type#12","Subject#13","Subject Type#13","Subject#14","Subject Type#14","Subject#15","Subject Type#15","Subject#16","Subject Type#16","Subject#17","Subject Type#17","Subject#18","Subject Type#18","Subject#19","Subject Type#19","Subject#2","Subject Type#2","Subject#3","Subject Type#3","Subject#4","Subject Type#4","Subject#5","Subject Type#5","Subject#6","Subject Type#6","Subject#7","Subject Type#7","Subject#8","Subject Type#8","Subject#9","Subject Type#9","Source#1","Creator#1","Creator Type#1","Contributor#1","Contributor Type#1","Contributor#2","Contributor Type#2","Contributor#3","Contributor Type#3","Contributor#4","Contributor Type#4","Contributor#5","Contributor Type#5","Contributor#6","Contributor Type#6","Contributor#7","Contributor Type#7","Rights#1","Rights URI#1","Date#1","Format Medium#1","Format Media Type#1","Format Media Type URI#1","Language#1","Language URI#1","Language#2","Language URI#2","Language#3","Language URI#3","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"narv_brak_BabyTalk3.mp3","https://ark.colorado.edu/ark:/47540/sq854x45717d","Baby Talk 3","A baby is whining and crying and fussing. An adult and a baby have a pseudo conversation, both doing baby babbling.","Abstract","00:00 A baby is crying, whining
 
 06:00 Baby babbling and fussing
 
 10:40 Adult mimics the babies babbling 
 
 13:50 End","SegmentSequence","","","Nonverbal communication in infants","http://id.loc.gov/authorities/subjects/sh89000055","","","","","","","","","","","","","","","","","","","","","Infants -- United States","http://id.loc.gov/authorities/subjects/sh85066046","Sound recordings","http://id.loc.gov/authorities/subjects/sh85125391","","","","","","","","","","","","","narv_brak_BabyTalk3","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","","","","","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","Undated","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","","","","","","","1095423","4969","narv_brak_BabyTalk3.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095423~149365"
"narv_brak_BearthmBaby.mp3","https://ark.colorado.edu/ark:/47540/7t4b1698z7g0","Sound recording: baby sounds","A baby is gurgling, cooing, and breathing.","Abstract","00:00 Baby begins
 
 03:24 End","SegmentSequence","","","Sound recordings","http://id.loc.gov/authorities/subjects/sh85125391","","","","","","","","","","","","","","","","","","","","","Infants","http://id.loc.gov/authorities/subjects/sh85066022","","","","","","","","","","","","","","","narv_brak_BearthmBaby","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","","","","","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","Undated","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","","","","","","","1095421","4969","narv_brak_BearthmBaby.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095421~149364"
"narv_brak_BegSalmonereadingRilke_TheDuinoElegies.mp3","https://ark.colorado.edu/ark:/47540/tp5v1f3588pz","Eugene Salome reads Rilke's Duino Elegies","Eugene Salome reads the original German version of the Duino Elegies written by Rainer Maria Rilke.","Abstract","00:00 Salome speaks of Rilke 01:00 Anecdote about Rilke's inspiration to write the Duino Elegies 02:30 Reads the First Elegy 09:00 Reads the Second Elegy 14:45 Reads the Third Elegy 20:15 Commentary on the First Elegy 22:40 Reads the Fourth Elegy 27:15 Reads a Rilke quote concerning loneliness 29:30 Reads the Fifth Elegy 35:30 Reads the Sixth Elegy 38:10 Reds the Seventh Elegy 44:00 Reads the Eight Elegy 48:15 Reads the Ninth Elegy 53:40 Reads the Tenth Elegy 01:00:35 End","SegmentSequence","","","Rilke, Rainer Maria, 1875-1926. Duineser Elegien. French","http://id.loc.gov/authorities/names/no2021102266","","","","","","","","","","","","","","","","","","","","","German poetry--20th century","http://id.loc.gov/authorities/subjects/sh85054418","Oral interpretation of poetry","http://id.loc.gov/authorities/subjects/sh85095241","","","","","","","","","","","","","narv_brak_BegSalmonereadingRilke_TheDuinoElegies","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","Salome, Eugene A.","http://id.loc.gov/authorities/names/n87822475","","","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","Undated","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","","","","","","","1095365","4969","narv_brak_BegSalmonereadingRilke_TheDuinoElegies.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095365~149310"
"narv_brak_BirthdayPartyMusic.mp3","https://ark.colorado.edu/ark:/47540/kn9v3c3304k3","Party music and group reading","A free-for-all music is played with piano, drumming, xylophone, etc. Then traffic sounds are recorded. Voices are imitating screeching tires. A session with Robert Benson, Stan Brakhage, Larry Jordan, James Tenney, and Walter Newcomb begins with a poem. Then they apparently parody intellectualism, as they take turns reading irreverent statements. Free music is played together, with singing and talking.","Abstract","00:00 The recording is set up
 
 01:00 Someone plays a piano
 
 01:20 Percussion sounds are added
 
 04:40 Chatting, as music pauses
 
 05:30 Traffic sounds
 
 15:45 Voices making screeching sounds
 
 18:20 Squeaking sounds
 
 20:00 Group reading
 
 23:10 A piano, percussion, singing, and talking
 
 51:40 End","SegmentSequence","","","Birthday parties -- United States","local","","","","","","","","","","","","","","","","","","","","","Parties -- United States","local","","","","","","","","","","","","","","","narv_brak_BirthdayPartyMusic","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","Benson, Robert, 1944-","http://id.loc.gov/authorities/names/no98085064","Jordan, Larry, 1934-","http://id.loc.gov/authorities/names/nr2003028287","Tenney, James","http://id.loc.gov/authorities/names/n84148369","Newcomb, Walter","local","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","Undated","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","","","1095420","4969","narv_brak_BirthdayPartyMusic.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095420~149363"
"narv_brak_brakhageartinstituteofchicagoAuHazardBalthazar1976.mp3","https://ark.colorado.edu/ark:/47540/x13g4d0387t7","Stan Brakhage on Robert Bresson","During a lecture at the Art Institute of Chicago Brakhage answers questions about three of his films. Then he discusses Robert Bresson, his film 'Au hazard Balthazar,' and other Bresson films. He also talks about various aspects of film and the arts in general.","Abstract","00:00 Brakhage opens Q+A 02:30 Talks about how his film 'Moth light' was made 04:45 Recommends the book 'The Essential cinema' 08:30 Begins discussing an essay on Bresson's 'The diary of a country priest' 10:20 Elaborates on the ""memory I"" vs. the ""existential I"" and the ""communal I"" 12:30 Talks about the subjective in cinema, as attempted in the film 'The lady of the lake' 17:00 Explains Bresson's use of non-actors to avoid trained ""expressiveness"" 22:30 Criticizes the art magazine 'October' 26:00 Talks about Japanese cinema 27:00 Criticizes an essay about self-consciousness in the arts 32:00 Talks about Bresson's personality, attitudes, and commercialism 37:00 Expresses anger at cinematographers having to cut out parts of their works. 39:00 Elaborates on the music in Bresson's films 44:15 Goes into Bresson's film 'Pickpocket' 51:00 Reads quotes by Bresson and comments, specifically concerning 'Au hazard Balthazar' 57:45 Talks about students' criticism of himself and artists' struggling 01:02:00 Expresses his admiration for donkeys 01:11:30 More Bresson quotes and commentaries 01:13:30 Talks about camera techniques 01:16:00 Talks about Bresson choosing a donkey for the film 01:17:30 More Bresson quotes and commentaries 01:24:30 Talks about the film 'The yearling' 01:29:15 More Bresson quotes and commentaries 01:31:27 End","SegmentSequence","Art Institute of Chicago","Venue","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","Donkeys in art","http://id.loc.gov/authorities/subjects/sh97000083","Pickpocket (Motion picture)","http://id.loc.gov/authorities/names/no2006034838","","","","","","","","","","","","","","","","","Independent filmmakers -- France","local","Independent filmmakers -- United States","local","Moth light (Motion picture)","local","Bresson, Robert","http://id.loc.gov/authorities/names/n50044288","Diary of a country priest (Motion picture)","local","Lady of the lake (Motion picture)","local","Au hazard Balthazar (Motion picture)","local","Yearling (Motion picture)","local","narv_brak_brakhageartinstituteofchicagoAuHazardBalthazar1976","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","","","","","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","1976-05","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","","","1095364","4969","narv_brak_brakhageartinstituteofchicagoAuHazardBalthazar1976.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095364~149309"
"narv_brak_BrakhageattheCenterforCreativeStudiesDetroit1976.mp3","https://ark.colorado.edu/ark:/47540/zp7b1f17p6ff","Brakhage on film making followed by Alan Ginsberg and Charles Bukowski readings","In a lecture Brakhage shares his views on film making. After a viewing of his 'The Text of Light,' he engages in a question and answer session, talking about music, poetry, technology, his films, and his opinions on various other topics. The last section is of a petry reading by Alan Ginsberg and Charles Bukowski .","Abstract","00:00 Brakhage is introduced 09:00 Brakhage talks about film as an art 11:45 Expounds on ""mastery"" in the arts 16:00 Creates a music analogy to filmmaking 18:00 Talks about ""going to the movies"" 20:00 Describes a camera technique 26:30 Elaborates on the objective of filmmaking 35:30 Introduces his film The text of light 38:40 Brakhage ends his talk 39:00 Q+A begins 40:30 Explains the dark screen as ""visual silence"" 45:00 Talks about Beethoven's influence on music 48:30 Elaborates about smoking and suggests using snuff 54:00 Expresses his appreciation of poetry and the importance of having art ""in the home"" 55:45 He explains the pros and cons of the new video technology [DVDs] 58:00 Answers inaudible question, describing his filmmaking process 01:01:30 The relation of words, eyes, sound and vision. 01:04:30 Answers question on his training in music: piano, voice, violin 01:08:30 Answers question on his preference for the music analogy 01:13:00 Comparing still photography to film 01:14:30 Answers question on feeling vs. thinking in viewing a film 01:16:00 Emphasizes the importance of the unique individual 01:18:30 Tells a story about a poodle being put in a microwave oven 01:21:00 Answers question on why his films are mostly silent 01:22:00 Elaborates on seeing lights and auras and putting that into Text of Light 01:27:00 Ends talk 01:27:30 Allen Ginsberg reads from his work - break 01:29:00 Charles Bukowski reads from his 'Last days of the suicide kid' 01:32:30 Poetry read in simultaneous layers 01:34:00 End","SegmentSequence","Center for Creative Studies","Venue","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","","","","","","","","","","","","","","","","","","","","","Motion picture authorship","http://id.loc.gov/authorities/subjects/sh85088030","Independent filmmakers -- United States","local","Text of Light (Motion picture)","local","Experimental films -- United States","local","Art -- Philosophy","http://id.worldcat.org/fast/815307","Poetry, American -- 20th century","http://id.loc.gov/authorities/subjects/sh85004387","Poets -- 20th century","local","Oral interpretation of fiction","http://id.loc.gov/authorities/subjects/sh86005241","narv_brak_BrakhageattheCenterforCreativeStudiesDetroit1976","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","Bukowski, Charles","http://id.loc.gov/authorities/names/n79091866","Ginsberg, Allen, 1926-1997","http://id.loc.gov/authorities/names/n79109040","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","1976","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","","","1095363","4969","narv_brak_BrakhageattheCenterforCreativeStudiesDetroit1976.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095363~149308"
"narv_brak_brakhageinterview_Universityofnewmexicolate1970s.mp3","https://ark.colorado.edu/ark:/47540/wz0n5n15c34j","Interview with Stan Brakhage on art films","In an interview with Stan Brakhage, recorded at the University of Mexico Film/Video Festival, he talks about film as art, techniques used in a number of his films, the role of artists, passion, vision. Gives his opinion on Leni Rieffenstahl and relates anecdotes about his wife Jane.","Abstract","00:00 Introduction by interviewer 01:30 Brakhage denounces videos as film art and distances himself from the festival 04:30 Discusses film as art, art cinemas, and criticizes pornography (art films) 08:30 Talk about the meaning of 'art', 'cinema,' and 'film"" 13:45 Elaborates on the making of his ""Eye myth"" 14:30 Talks about hypnagogic vision and his techniques for visual effects 18:00 Compares his reuse of Eye Myth material in ""The horseman, the woman and the Moth"" to composing music 19:00 Explains other visual techniques 22:30 Expounds on his and other artists' motivations 24:30 Discusses his understanding of ""conservative"" 27:00 Talks about Leni Riefenstahl as an artist 29:00 Ponders that sending an artist to moon would have been more valuable 31:30 Goes into the important historic role of artists and art history 33:30 Talks about the intense process when he work on films 37:00 Considers falling in love an apt metaphor for film making 39:00 Shares anecdotes about Jane Brakhage 41:30 Talks about the concept of fleeing by advancing, to approach the 'dragons' in life 44:00 Elaborates on the importance of 'creative viewing' and lauds ""Ivan the Terrible"" 47:00 Expounds on the act of seeing and accepting strong emotions, e.g. his film ""Autopsy"" 53:00 Goes into the purpose of metaphors, physical experiences, and memory 57:15 Talks about filming a glass ashtray in 'The Text of Light' 01:00:00 Compares his visual passion to the experience of words by poets 01:04:00 Differentiates the purpose of symbols 01:05:00 Talks about his ability to see auras and other 'light-likenesses' 01:09:60 End","SegmentSequence","University of New Mexico","Venue","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","Artists","http://id.loc.gov/authorities/subjects/sh85008276","Vision -- Philosophy","local","Wodening, Jane, 1936-","http://id.loc.gov/authorities/names/n88177560","Riefenstahl, Leni","http://id.loc.gov/authorities/names/n78083380","","","","","","","","","","","","","Independent filmmakers -- United States -- Interviews","local","Motion picture authorship","http://id.loc.gov/authorities/subjects/sh85088030","Experimental films -- United States","local","Eye myth (Motion picture)","local","Scared to death (Motion picture : 1947)","http://id.loc.gov/authorities/names/no2016030647","The Text of Light (Motion picture)","local","Hypnagogia","http://id.loc.gov/authorities/subjects/sh86002492","Art -- Philosophy","http://id.worldcat.org/fast/815307","narv_brak_brakhageinterview_Universityofnewmexicolate1970s","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","","","","","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","1970","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","","","1095362","4969","narv_brak_brakhageinterview_Universityofnewmexicolate1970s.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095362~149307"
"narv_brak_BrakhageInterviewBaltimoreRadioMarch1986.mp3","https://ark.colorado.edu/ark:/47540/w9637k93n1br","Stan Brakhage on awards and competitions in the arts","Stan Brakhage is interviewed for Baltimore radio station WCBM's Performing Arts program. He discusses why he is opposed to competitions in the arts. He talks about why he lives in a ""ghost town."" Goes into why city life is not for him. Brakhage responds to questions about an Andy Warhol film by pointing to the work of Paul Sharits.","Abstract","00:00 Brakhage begins
 
 15:25 Talks about his ghost town
 
 20:05 Warhol versus Sharits
 
 23:55 End","SegmentSequence","","","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","","","","","","","","","","","","","","","","","","","","","Independent filmmakers -- United States -- Interviews","local","Artists--United States--Attitudes","local","Art--Philosophy","http://id.worldcat.org/fast/815307","Art -- Awards","http://id.loc.gov/authorities/subjects/sh85007466","","","","","","","","","narv_brak_BrakhageInterviewBaltimoreRadioMarch1986","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","","","","","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","1986-03","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","","","1095419","4969","narv_brak_BrakhageInterviewBaltimoreRadioMarch1986.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095419~149362"
"narv_brak_CAHspeech_caswallon1980_84.mp3","https://ark.colorado.edu/ark:/47540/5t6s5g73v6z7","Talk on church architecture and readings about Caswallon","The first half of this recording is a lecture on aspects of church architecture, space, and spirituality. The second half comprises a number of readings about Caswallon and the invasion of the British Isles by the Romans, with electronic music and sound effects.","Abstract","00:00 Speaker begins to read on topic of space and spiritual experience 05:45 Gives examples of Martin Luther's attitudes 07:00 Contemporary architecture for churches 14:45 End of talk. Music plays 15:30 Electronic sounds and voices reading poetry 20:30 Voice (Brakhage) talks about war in the media 24:00 A voice reads about Caswallon, with electronic and gun fire sounds 27:00 Reader: Druid custom of embalming heads 31:45 Caswallon's cousin's instructions to keep his head for 87 years 33:00 More readings of Celtic/Roman battles with electronic sounds 46:45 Reading: Caesar's conditions for the Roman retreat 51:15 Reading: After the British Islands were conquered and occupied 54:00 Electronic sounds to end 01:02:45 End","SegmentSequence","","","Church architecture -- United States -- 20th century","local","","","","","","","","","","","","","","","","","","","","","Space (Architecture)","http://id.loc.gov/authorities/subjects/sh85125907","Sounds","http://id.loc.gov/authorities/subjects/sh85125411","Reynolds, Philip C. (Philip Caswallon), 1890-1966","http://id.loc.gov/authorities/names/nr2002035869","Cassivellaunus","local","British Isles -- History","local","","","","","","","narv_brak_CAHspeech_caswallon1980_84","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","","","","","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","1980","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","","","1095361","4969","narv_brak_CAHspeech_caswallon1980_84.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095361~149306"
"narv_brak_CharlesOlsenMaximus_Dupe_PoetryTape2_S1.mp3","https://ark.colorado.edu/ark:/47540/c23b8v825514","Charles Olsen reads his poems, Part 1","Olsen reads his poems before a small audience. Continued on 'Charles Olsen reads his poems, Part 2.'","Abstract","00:00 Reading begins
 
 01:05:26 End","SegmentSequence","","","Olson, Charles, 1910-1970 -- Poems","local","","","","","","","","","","","","","","","","","","","","","American poetry--20th century","http://id.loc.gov/authorities/subjects/sh85004387","Oral interpretation of poetry","http://id.loc.gov/authorities/subjects/sh85095241","","","","","","","","","","","","","narv_brak_CharlesOlsenMaximus_Dupe_PoetryTape2_S1","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","Olson, Charles, 1910-1970","http://id.loc.gov/authorities/names/n78095428","","","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","Undated","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","","","1095418","4969","narv_brak_CharlesOlsenMaximus_Dupe_PoetryTape2_S1.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095418~149361"
"narv_brak_CharlesOlsenMaximus_Dupe_PoetryTape2_S2.mp3","https://ark.colorado.edu/ark:/47540/5q6d04223675","Charles Olsen reads his poems, Part 2","Continues 'Charles Olsen reads his poems, Part 1. ' Olsen reads his poems before a small audience.","Abstract","00:00 Reading begins
 
 01:04:55 Silence
 
 01:04:38 End","SegmentSequence","","","Olson, Charles, 1910-1970 -- Poems","local","","","","","","","","","","","","","","","","","","","","","American poetry--20th century","http://id.loc.gov/authorities/subjects/sh85004387","Oral interpretation of poetry","http://id.loc.gov/authorities/subjects/sh85095241","","","","","","","","","","","","","narv_brak_CharlesOlsenMaximus_Dupe_PoetryTape2_S2","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","Olson, Charles, 1910-1970","http://id.loc.gov/authorities/names/n78095428","","","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","Undated","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","","","1095417","4969","narv_brak_CharlesOlsenMaximus_Dupe_PoetryTape2_S2.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095417~149360"
"narv_brak_CharlesOlsenMaximusAllen Ginsberg_S1_P1.mp3","https://ark.colorado.edu/ark:/47540/c9067b42m6zg","Poetry reading: Charles Olsen, Part 1","Charles Olsen reads some of his poems before an audience. Continued on 'Poetry reading: Charles Olsen Part 2.'","Abstract","00:00 Olsen reads a poems 
 
 08:25 He comments 
 
 09:20 Continues reading
 
 14:05 Ends and applause and organizing
 
 16:43 Reads another poem
 
 18:15 Reads another poem
 
 18:55 Reads another poem
 
 21:05 Reads another poem
 
 23:00 Reads two quotes
 
 24:00 Reads another poem 
 
 25:50 Reads another poem
 
 26:05 Reads another poem
 
 26:40 Reads another poem
 
 30:59 End","SegmentSequence","","","Olson, Charles, 1910-1970 -- Poems","local","","","","","","","","","","","","","","","","","","","","","American poetry--20th century","http://id.loc.gov/authorities/subjects/sh85004387","Oral interpretation of poetry","http://id.loc.gov/authorities/subjects/sh85095241","","","","","","","","","","","","","narv_brak_CharlesOlsenMaximusAllen Ginsberg_S1_P1","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","Olson, Charles, 1910-1970","http://id.loc.gov/authorities/names/n78095428","","","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","Undated","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","","","1095416","4969","narv_brak_CharlesOlsenMaximusAllen Ginsberg_S1_P1.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095416~149359"
"narv_brak_CharlesOlsenMaximusAllen Ginsberg_S1_P2.mp3","https://ark.colorado.edu/ark:/47540/n11c0m04h57n","Poetry reading: Charles Olsen, Part 2","Continues 'Poetry reading: Charles Olsen, Part 1.' Charles Olsen reads some of his poems before an audience. Continued on 'Poetry reading: Charles Olsen and Allen Ginsberg.'","Abstract","00:00 Olsen Comments
 
 00:34 He reads a poem
 
 01:17 He reads another poem
 
 02:10 Reads a another poem
 
 04:50 Applause - talking
 
 08:40 Olsen reads another poem
 
 12:10 Olsen reads another poem
 
 15:08 Reads another poem
 
 16:18 Reads another poem
 
 25:30 Comments and then reads a three-part poem
 
 30:16 End","SegmentSequnece","","","Olson, Charles, 1910-1970 -- Poems","local","","","","","","","","","","","","","","","","","","","","","American poetry--20th century","http://id.loc.gov/authorities/subjects/sh85004387","Oral interpretation of poetry","http://id.loc.gov/authorities/subjects/sh85095241","","","","","","","","","","","","","narv_brak_CharlesOlsenMaximusAllen Ginsberg_S1_P2","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","Olson, Charles, 1910-1970","http://id.loc.gov/authorities/names/n78095428","","","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","Undated","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","","","1095415","4969","narv_brak_CharlesOlsenMaximusAllen Ginsberg_S1_P2.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095415~149358"
"narv_brak_CharlesOlsenMaximusAllen Ginsberg_S2.mp3","https://ark.colorado.edu/ark:/47540/4g9b6473c5kp","Poetry reading: Charles Olsen and Allen Ginsberg","Continues 'Poetry reading: Charles Olsen, Part 2.' Charles Olsen reads his poems before an audience. Allen Ginsberg reads some of his poems (26:00 on)","Abstract","01:20 Olsen reads a poem
 
 11:20 Olsen reads another poem
 
 18:10 He comments
 
 19:45 He reads another poem
 
 26:05 Ginsberg reads a poem
 
 28:18 He reads another poem
 
 30:30 He reads another poem
 
 31:30 He reads another poem
 
 33:05 He reads another poem
 
 35:25 He comments
 
 36:45 He reads another poem
 
 38:45 He comments
 
 39:15 He reads another poem
 
 40:30 Comments
 
 41:00 He reads another poem
 
 41:45 He reads another poem
 
 43:00 He reads another poem
 
 50:12 He reads another poem
 
 52:40 He comments
 
 53:24 He reads another poem
 
 55:05 He comments
 
 55:40 He reads another poem
 
 58:25 He reads Howl
 
 59:53 He decides not to continue with it
 
 01:01:05 He reads another poem
 
 01:05:20 Silence to end
 
 01:06:20 End","SegmentSequence","","","Olson, Charles, 1910-1970 -- Poems","local","","","","","","","","","","","","","","","","","","","","","Ginsberg, Allen, 1926-1997. Poems","http://id.loc.gov/authorities/names/n84032202","American poetry--20th century","http://id.loc.gov/authorities/subjects/sh85004387","Oral interpretation of poetry","http://id.loc.gov/authorities/subjects/sh85095241","","","","","","","","","","","narv_brak_CharlesOlsenMaximusAllen Ginsberg_S2","Brakhage, Stan","http://id.loc.gov/authorities/names/n82017258http://id.loc.gov/authorities/names/n82017258","Olson, Charles, 1910-1970","http://id.loc.gov/authorities/names/n78095428","Ginsberg, Allen, 1926-1997","http://id.loc.gov/authorities/names/n79109040","","","","","","","","","","","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","Undated","audio/mp3","Audio","http://id.loc.gov/vocabulary/resourceTypes/aud","English","http://id.loc.gov/vocabulary/iso639-2/eng","","","","","1095414","4969","narv_brak_CharlesOlsenMaximusAllen Ginsberg_S2.mp3","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~71~71~1095414~149357"
